Transaction_Date,arima_pred
2025-07-12,1045.8587724184456
2025-07-13,703.7626444036162
2025-07-14,934.7856653396805
2025-07-15,936.4936792823023
2025-07-16,878.4294732980408
2025-07-17,1030.5557620464137
2025-07-18,991.2624435793059
2025-07-19,999.5420562530142
2025-07-20,1092.3112196159805
2025-07-21,1039.581230511597
2025-07-22,1076.4032373286311
2025-07-23,1109.202169116342
2025-07-24,1063.385274382205
2025-07-25,1097.0994094634723
2025-07-26,1086.3951578547171
2025-07-27,1052.3058539376998
2025-07-28,1067.5706940643977
2025-07-29,1033.5875348889886
2025-07-30,1009.1852283515758
2025-07-31,1004.7542434135573
2025-08-01,964.7907027173953
2025-08-02,947.1609194456663
2025-08-03,930.251567068936
2025-08-04,896.1747160139801
2025-08-05,884.1306772254368
2025-08-06,864.590890128902
2025-08-07,842.7630798276183
2025-08-08,836.8088997226254
2025-08-09,822.8516791179584
2025-08-10,815.087412748338
