Transaction_Date,arima_pred
2025-07-22,2771.9675727921494
2025-07-23,2181.1005038194035
2025-07-24,1629.371471365887
2025-07-25,1868.3390585582342
2025-07-26,2888.427841936973
2025-07-27,2072.236073485541
2025-07-28,943.1701836428559
2025-07-29,1233.570204350179
2025-07-30,2130.7045624997113
2025-07-31,1919.1452435984886
2025-08-01,1469.1887725826487
2025-08-02,1973.4922906297213
2025-08-03,2515.119646169296
2025-08-04,1997.133001379941
2025-08-05,1354.7300628588869
2025-08-06,1605.991533027461
2025-08-07,2001.678413173643
2025-08-08,1745.1868268164797
2025-08-09,1527.939033826178
2025-08-10,1938.2329046751336
2025-08-11,2246.4256461580403
2025-08-12,1910.8774491336958
2025-08-13,1596.0233561492628
2025-08-14,1786.9315493321258
2025-08-15,1939.723714031052
2025-08-16,1710.176508418433
2025-08-17,1612.5428140403012
2025-08-18,1899.8547031230803
2025-08-19,2059.9562096308323
2025-08-20,1853.0098193303663
