Transaction_Date,arima_pred
2023-03-31,934.3360089824182
2023-04-01,618.6882444381877
2023-04-02,922.900568174162
2023-04-03,504.0138157478626
2023-04-04,1029.8079242219105
2023-04-05,555.091270678866
2023-04-06,892.1839420292305
2023-04-07,602.844947611779
2023-04-08,993.0246703746078
2023-04-09,489.306083851077
2023-04-10,969.1516660727998
2023-04-11,618.6994584347729
2023-04-12,901.7037628595549
2023-04-13,539.4385230537321
2023-04-14,1019.4158303701458
2023-04-15,538.5319031318812
2023-04-16,902.0676936109173
2023-04-17,621.1931285004246
2023-04-18,958.3558541767623
2023-04-19,503.40642242512035
2023-04-20,981.1482350046135
2023-04-21,605.1469333443845
2023-04-22,887.0468250924284
2023-04-23,571.3123668984905
2023-04-24,1000.1904091694065
2023-04-25,529.0692622133213
2023-04-26,915.8034262362527
2023-04-27,629.8840308004656
2023-04-28,927.6180932482466
2023-04-29,524.7127128489315
