Transaction_Date,arima_pred
2025-07-12,669.5373644775326
2025-07-13,1142.519462854886
2025-07-14,931.4781514239694
2025-07-15,753.8295743871126
2025-07-16,990.8070803208528
2025-07-17,577.0101263860753
2025-07-18,882.2565550103474
2025-07-19,763.5918569989379
2025-07-20,820.001524966011
2025-07-21,1035.2271295627163
2025-07-22,877.456473913328
2025-07-23,1090.8677540977892
2025-07-24,951.0973905324246
2025-07-25,938.1780229893941
2025-07-26,954.2615723079434
2025-07-27,810.6972276733545
2025-07-28,924.0417290981211
2025-07-29,857.5723708212707
2025-07-30,932.7393729374911
2025-07-31,997.8621425135991
2025-08-01,977.0692002680157
2025-08-02,1063.5375784110306
2025-08-03,999.4573866885282
2025-08-04,1008.2221549875653
2025-08-05,981.4246273256654
2025-08-06,932.9354141094702
2025-08-07,965.3229145064273
2025-08-08,938.7430674019839
2025-08-09,986.7484874354012
2025-08-10,1010.6857513139314
